Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Flickr Geotagged and Publicly Available Photos: Preliminary Study of Its Adequacy for Helping Quality Control of Corine Land Cover","Computational Science and Its Applications – ICCSA 2013","","","","10.1007/978-3-642-39649-6_15","Jacinto EstimaMarco Painho","2013","http://link.springer.com/chapter/10.1007/978-3-642-39649-6_15","Chapter"
"Computing Diverse Boolean Networks from Phosphoproteomic Time Series Data","Computational Methods in Systems Biology","","","","10.1007/978-3-319-99429-1_4","Misbah RazzaqRoland KaminskiJavier RomeroTorsten SchaubJeremie BourdonCarito Guziolowski","2018","http://link.springer.com/chapter/10.1007/978-3-319-99429-1_4","Chapter"
"Fog Networking: An Enabler for Next Generation Internet of Things","Computational Science and Its Applications – ICCSA 2016","","","","10.1007/978-3-319-42108-7_27","Saad QaisarNida Riaz","2016","http://link.springer.com/chapter/10.1007/978-3-319-42108-7_27","Chapter"
"A Service-Based Architecture for Multi-domain Search on the Web","Service-Oriented Computing","","","","10.1007/978-3-642-17358-5_53","Alessandro BozzonMarco BrambillaFrancesco CorcoglionitiSalvatore Vadacca","2010","http://link.springer.com/chapter/10.1007/978-3-642-17358-5_53","Chapter"
"Algorithmic Improvements on Regular Inference of Software Models and Perspectives for Security Testing","Leveraging Applications of Formal Methods, Verification and Validation. Technologies for Mastering Change","","","","10.1007/978-3-642-34026-0_33","Roland GrozMuhammad-Naeem IrfanCatherine Oriat","2012","http://link.springer.com/chapter/10.1007/978-3-642-34026-0_33","Chapter"
"IoT-Big Data Software Ecosystems for Smart Cities Sensing: Challenges, Open Issues, and Emerging Solutions","Advances in Service-Oriented and Cloud Computing","","","","10.1007/978-3-319-72125-5_1","Alexander D. CartierDavid H. LeeBurak KantarciLuca Foschini","2018","http://link.springer.com/chapter/10.1007/978-3-319-72125-5_1","Chapter"
"Modeling Concurrent Systems with Shared Resources","Formal Methods for Industrial Critical Systems","","","","10.1007/978-3-642-04570-7_9","Ángel HerranzJulio MariñoManuel CarroJuan José Moreno Navarro","2009","http://link.springer.com/chapter/10.1007/978-3-642-04570-7_9","Chapter"
"Measuring Test Case Similarity to Support Test Suite Understanding","Objects, Models, Components, Patterns","","","","10.1007/978-3-642-30561-0_8","Michaela GreilerArie van DeursenAndy Zaidman","2012","http://link.springer.com/chapter/10.1007/978-3-642-30561-0_8","Chapter"
"Linked Data Notifications: A Resource-Centric Communication Protocol","The Semantic Web","","","","10.1007/978-3-319-58068-5_33","Sarven CapadisliAmy GuyChristoph LangeSören AuerAndrei SambraTim Berners-Lee","2017","http://link.springer.com/chapter/10.1007/978-3-319-58068-5_33","Chapter"
"Internal Map of the Nanostack 6LoWPAN Stack","Recent Trends in Networks and Communications","","","","10.1007/978-3-642-14493-6_63","Sergio LemboJari KuusistoJukka Manner","2010","http://link.springer.com/chapter/10.1007/978-3-642-14493-6_63","Chapter"
"Boundary Resources Dependency in Third-Party Development from the Developer’s Perspective","Design Science at the Intersection of Physical and Virtual Design","","","","10.1007/978-3-642-38827-9_14","Asma RafiqPär J. ÅgerfalkmJonas Sjöström","2013","http://link.springer.com/chapter/10.1007/978-3-642-38827-9_14","Chapter"
"QoS Driven Dynamic Binding in-the-many","Research into Practice – Reality and Gaps","","","","10.1007/978-3-642-13821-8_7","Carlo GhezziAlfredo MottaValerio Panzica La MannaGiordano Tamburrelli","2010","http://link.springer.com/chapter/10.1007/978-3-642-13821-8_7","Chapter"
"SMS-Based One-Time Passwords: Attacks and Defense","Detection of Intrusions and Malware, and Vulnerability Assessment","","","","10.1007/978-3-642-39235-1_9","Collin MullinerRavishankar BorgaonkarPatrick StewinJean-Pierre Seifert","2013","http://link.springer.com/chapter/10.1007/978-3-642-39235-1_9","Chapter"
"Asynchronous Processing of Coq Documents: From the Kernel up to the User Interface","Interactive Theorem Proving","","","","10.1007/978-3-319-22102-1_4","Bruno BarrasCarst TankinkEnrico Tassi","2015","http://link.springer.com/chapter/10.1007/978-3-319-22102-1_4","Chapter"
"Improving the Tokenisation of Identifier Names","ECOOP 2011 – Object-Oriented Programming","","","","10.1007/978-3-642-22655-7_7","Simon ButlerMichel WermelingerYijun YuHelen Sharp","2011","http://link.springer.com/chapter/10.1007/978-3-642-22655-7_7","Chapter"
"iSat: Structure Visualization for SAT Problems","Logic for Programming, Artificial Intelligence, and Reasoning","","","","10.1007/978-3-642-28717-6_26","Ezequiel OrbeCarlos ArecesGabriel Infante-López","2012","http://link.springer.com/chapter/10.1007/978-3-642-28717-6_26","Chapter"
"Multilevel and Hybrid Architecture for Device Abstraction and Context Information Management in Smart Home Environments","Ambient Intelligence","","","","10.1007/978-3-642-16917-5_21","Víctor PeláezRoberto GonzálezLuis Ángel San MartínAntonio CamposVanesa Lobato","2010","http://link.springer.com/chapter/10.1007/978-3-642-16917-5_21","Chapter"
"Cognitive Decision Unit Applied to Autonomous Robots","Leveraging Applications of Formal Methods, Verification, and Validation","","","","10.1007/978-3-642-34781-8_11","Dietmar BrucknerFriedrich Gelbard","2012","http://link.springer.com/chapter/10.1007/978-3-642-34781-8_11","Chapter"
"Pedestrian Localization in Closed Environments","Environmental Software Systems. Fostering Information Sharing","","","","10.1007/978-3-642-41151-9_64","Jonáš Ševčík","2013","http://link.springer.com/chapter/10.1007/978-3-642-41151-9_64","Chapter"
"Component Contracts in Eclipse - A Case Study","Component-Based Software Engineering","","","","10.1007/978-3-642-13238-4_9","Jens DietrichLucia Stewart","2010","http://link.springer.com/chapter/10.1007/978-3-642-13238-4_9","Chapter"
"A Medicosocial Videoconferencing Tool for the Elderly, Impaired and Long-Term Care Patients","ENTERprise Information Systems","","","","10.1007/978-3-642-24352-3_2","Víctor Torres-PadrosaEusebi CalleJose L. MarzoMercè Rovira","2011","http://link.springer.com/chapter/10.1007/978-3-642-24352-3_2","Chapter"
"Temporal Random Testing for Spark Streaming","Integrated Formal Methods","","","","10.1007/978-3-319-33693-0_25","Adrián RiescoJuan Rodríguez-Hortalá","2016","http://link.springer.com/chapter/10.1007/978-3-319-33693-0_25","Chapter"
"Effective Storage Structure for Multi-version XML Documents","Future Generation Information Technology","","","","10.1007/978-3-642-17569-5_25","Chang Chih-ChunCheng Ming-ShienHsu Ping-Yu","2010","http://link.springer.com/chapter/10.1007/978-3-642-17569-5_25","Chapter"
"Design of a Domain-Specific Language Based on a Technology-Independent Web Service Framework","Software Architecture","","","","10.1007/978-3-319-23727-5_29","Florian RademacherMartin PetersSabine Sachweh","2015","http://link.springer.com/chapter/10.1007/978-3-319-23727-5_29","Chapter"
"DSF: A Common Platform for Distributed Systems Research and Development","Middleware 2009","","","","10.1007/978-3-642-10445-9_21","Chunqiang Tang","2009","http://link.springer.com/chapter/10.1007/978-3-642-10445-9_21","Chapter"
"Human-in-the-loop Connectivity Management in Smartphones","Wired/Wireless Internet Communications","","","","10.1007/978-3-319-33936-8_13","David NunesJorge Sá SilvaCarlos HerreraFernando Boavida","2016","http://link.springer.com/chapter/10.1007/978-3-319-33936-8_13","Chapter"
"The Semantic Web as a Software Modeling Tool: An Application to Citizen Relationship Management","Model-Driven Engineering Languages and Systems","","","","10.1007/978-3-642-41533-3_36","Borislav IordanovAssia AlexandrovaSyed AbbasThomas HilpoldPhani Upadrasta","2013","http://link.springer.com/chapter/10.1007/978-3-642-41533-3_36","Chapter"
"Sense and Focus: Towards Effective Location Inference and Event Detection on Twitter","Web Information Systems Engineering – WISE 2015","","","","10.1007/978-3-319-26190-4_31","Yihong ZhangClaudia SzaboQuan Z. Sheng","2015","http://link.springer.com/chapter/10.1007/978-3-319-26190-4_31","Chapter"
"Quantization of Social Data for Friend Advertisement Recommendation System","Advances in Parallel Distributed Computing","","","","10.1007/978-3-642-24037-9_59","Lynne GreweSushmita Pandey","2011","http://link.springer.com/chapter/10.1007/978-3-642-24037-9_59","Chapter"
"A Technology for Optimizing the Process of Maintaining Software Up-to-Date","Software Technologies","","","","10.1007/978-3-319-93641-3_2","Andrei Panu","2018","http://link.springer.com/chapter/10.1007/978-3-319-93641-3_2","Chapter"
"Simulating Complex Robotic Scenarios with MORSE","Simulation, Modeling, and Programming for Autonomous Robots","","","","10.1007/978-3-642-34327-8_20","Gilberto EcheverriaSéverin LemaignanArnaud DegrooteSimon LacroixMichael KargPierrick KochCharles LesireSerge Stinckwich","2012","http://link.springer.com/chapter/10.1007/978-3-642-34327-8_20","Chapter"
"EJ: A Free Software Platform for Social Participation","Open Source Systems","","","","10.1007/978-3-030-20883-7_3","Fábio Macêdo MendesRicardo PoppiHenrique ParraBruna Moreira","2019","http://link.springer.com/chapter/10.1007/978-3-030-20883-7_3","Chapter"
"Towards Correct Product Derivation in Model-Driven Product Lines","System Analysis and Modeling: Theory and Practice","","","","10.1007/978-3-642-36757-1_11","Xiaorui ZhangBirger Møller-Pedersen","2013","http://link.springer.com/chapter/10.1007/978-3-642-36757-1_11","Chapter"
"Vitrall: Web-Based Distributed Visualization System for Creation of Collaborative Working Environments","Parallel Processing and Applied Mathematics","","","","10.1007/978-3-642-31464-3_34","Piotr ŚniegowskiMarek BłażewiczGrzegorz GrzelachowskiTomasz KuczyńskiKrzysztof KurowskiBogdan Ludwiczak","2012","http://link.springer.com/chapter/10.1007/978-3-642-31464-3_34","Chapter"
"An Incremental Algorithm for High-Performance Runtime Model Consistency","Model Driven Engineering Languages and Systems","","","","10.1007/978-3-642-04425-0_27","Christopher WolfeT. C. Nicholas GrahamW. Greg Phillips","2009","http://link.springer.com/chapter/10.1007/978-3-642-04425-0_27","Chapter"
"Generative Technologies for Model Animation in the TopCased Platform","Modelling Foundations and Applications","","","","10.1007/978-3-642-13595-8_9","Xavier CrégutBenoit CombemaleMarc PantelRaphaël FaudouxJonatas Pavei","2010","http://link.springer.com/chapter/10.1007/978-3-642-13595-8_9","Chapter"
"Maturity Model for Liquid Web Architectures","Web Engineering","","","","10.1007/978-3-319-60131-1_12","Andrea GallidabinoCesare Pautasso","2017","http://link.springer.com/chapter/10.1007/978-3-319-60131-1_12","Chapter"
"Modeling Search Computing Applications","Current Trends in Web Engineering","","","","10.1007/978-3-642-16985-4_6","Alessandro BozzonMarco BrambillaAlessandro CampiStefano CeriFrancesco CorcoglionitiPiero FraternaliSalvatore Vadacca","2010","http://link.springer.com/chapter/10.1007/978-3-642-16985-4_6","Chapter"
"Detection and Transformation of Ontology Patterns","Knowledge Discovery, Knowlege Engineering and Knowledge Management","","","","10.1007/978-3-642-19032-2_16","Ondřej Šváb-ZamazalVojtěch SvátekFrançois ScharffeJérôme David","2011","http://link.springer.com/chapter/10.1007/978-3-642-19032-2_16","Chapter"
"Context-Free Session Type Inference","Programming Languages and Systems","","","","10.1007/978-3-662-54434-1_30","Luca Padovani","2017","http://link.springer.com/chapter/10.1007/978-3-662-54434-1_30","Chapter"
"Generating and Analyzing Symbolic Traces of Simulink/Stateflow Models","Computer Aided Verification","","","","10.1007/978-3-642-02658-4_33","Aditya KanadeRajeev AlurFranjo IvančićS. RameshSriram SankaranarayananK. C. Shashidhar","2009","http://link.springer.com/chapter/10.1007/978-3-642-02658-4_33","Chapter"
"A Friendly Navigation-System Based on Points of Interest, Augmented Reality and Context-Awareness","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-642-35377-2_19","José Ma LunaRamón HervásJesús FontechaJosé Bravo","2012","http://link.springer.com/chapter/10.1007/978-3-642-35377-2_19","Chapter"
"SMEDL: Combining Synchronous and Asynchronous Monitoring","Runtime Verification","","","","10.1007/978-3-319-46982-9_32","Teng ZhangPeter GebhardOleg Sokolsky","2016","http://link.springer.com/chapter/10.1007/978-3-319-46982-9_32","Chapter"
"An Industrial Application of Robustness Testing Using Aspect-Oriented Modeling, UML/MARTE, and Search Algorithms","Model Driven Engineering Languages and Systems","","","","10.1007/978-3-642-24485-8_9","Shaukat AliLionel C. BriandAndrea ArcuriSuneth Walawege","2011","http://link.springer.com/chapter/10.1007/978-3-642-24485-8_9","Chapter"
"Web Services for Analysing and Summarising Online Opinions and Reviews","Towards a Service-Based Internet","","","","10.1007/978-3-642-17694-4_12","Dwi A. P. RahayuShonali KrishnaswamyCyril LabbeOshadi Alhakoon","2010","http://link.springer.com/chapter/10.1007/978-3-642-17694-4_12","Chapter"
"Enabling Semantics in Enterprises","Enterprise Information Systems","","","","10.1007/978-3-319-93375-7_20","André PompAlexander PaulusSabina JeschkeTobias Meisen","2018","http://link.springer.com/chapter/10.1007/978-3-319-93375-7_20","Chapter"
"Adaptive Learning for Lemmatization in Morphology Analysis","Intelligent Software Methodologies, Tools and Techniques","","","","10.1007/978-3-319-17530-0_24","Mary TingRabiah Abdul KadirTengku Mohd Tengku SembokFatimah AhmadAzreen Azman","2015","http://link.springer.com/chapter/10.1007/978-3-319-17530-0_24","Chapter"
"Location-Based Botany Guide: A Prototype of Web-Based Tracking and Guiding","MobileWireless Middleware, Operating Systems, and Applications","","","","10.1007/978-3-642-01802-2_6","Rui ZhouGerhard Schneider","2009","http://link.springer.com/chapter/10.1007/978-3-642-01802-2_6","Chapter"
"VCU: The Three Dimensions of Reuse","Software Reuse: Bridging with Social-Awareness","","","","10.1007/978-3-319-35122-3_9","Jörg KienzleGunter MussbacherOmar AlamMatthias SchöttleNicolas BelloirPhilippe ColletBenoit CombemaleJulien DeAntoniJacques KleinBernhard Rumpe","2016","http://link.springer.com/chapter/10.1007/978-3-319-35122-3_9","Chapter"
"An Artifact-Driven Approach to Monitor Business Processes Through Real-World Objects","Service-Oriented Computing","","","","10.1007/978-3-319-69035-3_21","Giovanni MeroniClaudio Di CiccioJan Mendling","2017","http://link.springer.com/chapter/10.1007/978-3-319-69035-3_21","Chapter"
"Grid Based Training Environment for Earth Observation","Advances in Grid and Pervasive Computing","","","","10.1007/978-3-642-01671-4_10","Dorian GorganTeodor StefanutVictor Bacu","2009","http://link.springer.com/chapter/10.1007/978-3-642-01671-4_10","Chapter"
"Hybrid Expert System Development Using Computer-Aided Software Engineering Tools","Knowledge-Based Software Engineering","","","","10.1007/978-3-319-11854-3_37","Natalia A. PolkovnikovaVictor M. Kureichik","2014","http://link.springer.com/chapter/10.1007/978-3-319-11854-3_37","Chapter"
