Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
A family of experiments to assess the effectiveness and efficiency of source code obfuscation techniques,Empirical Software Engineering,,19,4,10.1007/s10664-013-9248-x,Mariano CeccatoMassimiliano Di PentaPaolo FalcarinFilippo RiccaMarco TorchianoPaolo Tonella,2014,http://link.springer.com/article/10.1007/s10664-013-9248-x,Article
Extracting finite state representation of Java programs,Software & Systems Modeling,,15,2,10.1007/s10270-014-0415-3,Tamal SenRajib Mall,2016,http://link.springer.com/article/10.1007/s10270-014-0415-3,Article
FOREPOST: finding performance problems automatically with feedback-directed learning software testing,Empirical Software Engineering,,22,1,10.1007/s10664-015-9413-5,Qi LuoAswathy NairMark GrechanikDenys Poshyvanyk,2017,http://link.springer.com/article/10.1007/s10664-015-9413-5,Article
A feature-based classification of formal verification techniques for software models,Software & Systems Modeling,,18,1,10.1007/s10270-017-0591-z,Sebastian GabmeyerPetra KaufmannMartina SeidlMartin GogollaGerti Kappel,2019,http://link.springer.com/article/10.1007/s10270-017-0591-z,Article
Clafer: unifying class and feature modeling,Software & Systems Modeling,,15,3,10.1007/s10270-014-0441-1,Kacper BąkZinovy DiskinMichał AntkiewiczKrzysztof CzarneckiAndrzej Wąsowski,2016,http://link.springer.com/article/10.1007/s10270-014-0441-1,Article
Goal-oriented modeling and verification of feature-oriented product lines,Software & Systems Modeling,,15,1,10.1007/s10270-014-0402-8,Mohsen AsadiGerd GrönerBardia MohabbatiDragan Gašević,2016,http://link.springer.com/article/10.1007/s10270-014-0402-8,Article
WESSBAS: extraction of probabilistic workload specifications for load testing and performance prediction—a model-driven approach for session-based application systems,Software & Systems Modeling,,17,2,10.1007/s10270-016-0566-5,Christian VögeleAndré van HoornEike SchulzWilhelm HasselbringHelmut Krcmar,2018,http://link.springer.com/article/10.1007/s10270-016-0566-5,Article
Task-based User-System Interaction,KI - Künstliche Intelligenz,,26,2,10.1007/s13218-011-0166-z,Shah Rukh HumayounAntonella PoggiTiziana CatarciAlan Dix,2012,http://link.springer.com/article/10.1007/s13218-011-0166-z,Article
A large study on the effect of code obfuscation on the quality of java code,Empirical Software Engineering,,20,6,10.1007/s10664-014-9321-0,Mariano CeccatoAndrea CapiluppiPaolo FalcarinCornelia Boldyreff,2015,http://link.springer.com/article/10.1007/s10664-014-9321-0,Article
Architecture optimization: speed or accuracy? both!,Software Quality Journal,,26,2,10.1007/s11219-016-9343-5,Federico CiccozziJuraj FeljanJan CarlsonIvica Crnković,2018,http://link.springer.com/article/10.1007/s11219-016-9343-5,Article
A case study on bypass testing of web applications,Empirical Software Engineering,,19,1,10.1007/s10664-012-9216-x,Jeff OffuttVasileios PapadimitriouUpsorn Praphamontripong,2014,http://link.springer.com/article/10.1007/s10664-012-9216-x,Article
Model-driven optimal resource scaling in cloud,Software & Systems Modeling,,17,2,10.1007/s10270-017-0584-y,Anshul GandhiParijat DubeAlexei KarveAndrzej KochutLi Zhang,2018,http://link.springer.com/article/10.1007/s10270-017-0584-y,Article
On the automated translational execution of the action language for foundational UML,Software & Systems Modeling,,17,4,10.1007/s10270-016-0556-7,Federico Ciccozzi,2018,http://link.springer.com/article/10.1007/s10270-016-0556-7,Article
